0,source,label,type
"Messi had to have a great super team behind and a great coach for win the world cup without that is almost  impossibl<br>even Messi being a GREAT player.<br>then for Cr7 he should have a great team and a great coach<br>even Maradona in 1986 had to have a great team<br>and in 1970 pele had a great team too, pele alone never could<br>win a world cup never is easy<br>sorry for my english",youtube,,international
martinez save should go down as the greatest GK save in history of the sport not just world cup.,youtube,,international
"Greatest World Cup Final ever without a shadow of a doubt. It had everything: the Messi narrative, Messi double, Mbappe Hattrick, 3 penalties, an incredible last minute save, extra time, and a penalty shootout.<br><br>This match was the GOAT.",youtube,,international
"Di maria gran jugador, legenda",youtube,,international
Absolute chills,youtube,,international
"greatest final ever, start to finish",youtube,,international
the day when our pulse rate increased when mbappe got the ball,youtube,,international
MBAPPE KNOWS REAL MEANING OF ONE MAN ARMY☠️☠️,youtube,,international
Best world cup ever. Thanks Qatar!! 🇶🇦,youtube,,international
"The day my childhood finished, I smiled at the end, Messi won it. The moment I felt like the sport of football had ended and been conquered.",youtube,,international
Messi not the best.,youtube,,international
بقلاجات,youtube,,international
صالح خليفه,youtube,,international
"Pertandingan ini bukan hanya menasbihkan Messi sebagai pemain sempurna (dalam perolehan tropi), tapi juga sweet revenge dari Argentina atas kekalahan mereka pada Piala Dunia 2022 sebelumnya.",youtube,,international
Argentina forever 😊❤🎉,youtube,,international
"I swear to my life, I will watch this even 10 years after.",youtube,,international
"Eras of the World cup<br><br>The beginnings (1930 - 1954)<br>World cup is getting defined and becoming an important event. This era is marked by a dominance of Uruguay and Italy, as well as an unlikely German triumph. Brazil hadn&#39;t become a powerhouse (losing the only final they played up to this point) and Hungary was very powerful, but failed to win any trophies. <br><br>Pele&#39;s era (1958 - 1970)<br>Brazil win 3 out of 4 World cups. The only exception is England&#39;s sole triumph on home soil against Germany. Pele becomes the only player with 3 World cup medals. <br><br>The rise of total football (1974 - 1978)<br>Introduced in Netherlands, total football revolution helped Netherlands to two consecutive World cup finals, which they lost to the host teams both times. Argentina win their first ever World cup. <br><br>The dominance of Germany (1982 - 1990)<br>Largely overlapping with Maradona&#39;s World cup career, this era was marked by none less than 3 consecutive World cup finals for Germany, the first time ever for any country. They lost two in a row before finally winning one, taking revenge on Argentina the very next World cup. <br><br>The dominance of Brazil (1994 - 2002)<br>One string of 3 consecutive World cup finals was immediately followed by another one. Brazil joined Germany in demonstrating why they&#39;re the best footballing nations of their respective continents. Brazil won two World cups, with a loss to France in between, giving France their first ever World cup title. <br><br>European dominance (2006 - 2018)<br>Europe wins 4 World cups in a row, a record for a continent. Italy, Spain, Germany and France get their triumphs in four of these finals, with all except one of them being all-european finals (Argentina played the 2014 final). Croatia stand out with the best underdog story in modern World cup history. <br><br>2022- Dominance of Argentina/South America???",youtube,,international
Mbappe 77&#39; penalty<br>Mbappe 79&#39;<br>Mbappe 117&#39; penalty<br>Mbappe successful shot in penalty shootout<br>Unbelieveble young player 24 y.o vs old professional players.<br>Respect all for greatest final in history🎉💪,youtube,,international
"Argentina allowed the host to win to win fans hearts, Messi went for France tricks in PSG. Football is a process. Congrats Argentina",youtube,,international
Messi mvp is great but MARTINEZ save the cup,youtube,,international
"We it Bad boy you, what?! Sing",youtube,,international
"<a href=""https://www.youtube.com/watch?v=zhEWqfP6V_w&amp;t=1m29s"">1:29</a> esse lance do Kono muani poderia ter mudado a partida............",youtube,,international
"Kolo Muani should have passed the ball to Mbappe. Undoubtedly, if Mbappe had scored the goal assisted by Kolo, France would have surely won the match. Just imagine, if he had scored, he would undoubtedly be considered a legend by everyone. He worked so hard to take France to the final 😢. Unfortunately, his idol CR7 couldn&#39;t make it to the end.",youtube,,international
2024 still here🙂,youtube,,international
Pessi had fifa under his feet throughout the tournament,youtube,,international
❤,youtube,,international
Mbappe the father of messi,youtube,,international
2024 still wanna re-watch this legendary matche,youtube,,international
"Such a great final (from a french supporter) <br>The best won. That&#39;s why we love sport. You can&#39;t win everytime (that sucks) but what I saw was a perfect moment of hight and low emotions😊😊😊<br>It&#39;s just a game, isn&#39;t it ?",youtube,,international
I still can&#39;t believe how Emi Martinez saved that last minute attempt.,youtube,,international
"Also , my father could have one … but he needed to show you his latest hair style",youtube,,international
Mbappe de best ❤,youtube,,international
Argentinaa❤❤❤❤❤❤❤messi gool,youtube,,international
Nunes is being very selfish and often it&#39;is costing to Liverpoo.l,youtube,,league
"Harry Wilson came to a great impact. I still like the little lad. Congratulations to lfc for reaching the final,and good luck to them on the finale",youtube,,league
"What was that? Nunez refused to make a pass to Diaz for the second goal. <a href=""about:invalid#zCSafez""></a>",youtube,,league
Liverpool sold mane and got 2 mane in the making,youtube,,league
"Well done to our lads taking us to another Carabao Cup final. Very impressed with Fulham they are a proper team and did not make this easy at all. They play with passion and fire and that&#39;s a joy to watch. Our former boy Harry Wilson was top class, he was at the heart of everything.",youtube,,league
Nunez he is good 👍,youtube,,league
Why not Fulham Wins 😢😐😤,youtube,,league
Darwin is getting better!,youtube,,league
"Although this is EFL Cup, a trophy is a trophy",youtube,,league
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,youtube,,league
Great reds🟥❤,youtube,,league
Luis Díaz 🇨🇴🔥,youtube,,league
This match remember me to betis aginst rayo vallecano in la copa del rey,youtube,,league
"Bradley, what a young player",youtube,,league
YNWA..🤘,youtube,,league
Игроки Ливерпуля начали жадничать с последним пасом!,youtube,,league
Well done boys we will know find our in the final 😂😂😂 final is not a joke😂😂😂,youtube,,league
Well done ßoys❤🔴🍾,youtube,,league
I love the way we always counter with pace,youtube,,league
🎊リヴァプールの皆さん、決勝進出おめでとうございます🎉🥳日本からご挨拶💐<br><br>Congratulations to everyone at Liverpool for making it to the final.👍⚽<br>Greetings from Japan.🤗🫶,youtube,,league
"Darwin Nuñez was very selfish, he had to deliver in two scoring options and he didn&#39;t, you have to think about the team and not yourself.",youtube,,league
We never walk alone,youtube,,league
finalllllllllllllllllllllllllllllllllllllllllllllllll,youtube,,league
Go Reds ! From Italy 🇮🇹,youtube,,league
"Awesome Result for the REDS, WELL DONE LADS🎉, Watch more Liverpool FC fun @OTM_Hero_Kids",youtube,,league
YNWA🎉🎉🎉🎉🎉🎉🎉🎉🎉,youtube,,league
So who made it to the finals please tell me,youtube,,league
"At <a href=""https://www.youtube.com/watch?v=UJ7Ou-vI3pI&amp;t=0m53s"">0:53</a> if that pass was given to Salah",youtube,,league
Liverpool ❤,youtube,,league
What country is this?,youtube,,league
Salah is a best,youtube,,league
Diaz ❤,youtube,,league
It is not enough result for liverpool,youtube,,league
Dissapointing result but at least we go to the final with a fit liverpool team ( including thiago),youtube,,league
❤❤❤❤🎉,youtube,,league
Nunez should have passed a through ball to luis diaz on that counter attack but all in all good game and on to the finals,youtube,,league
Gutted Wilson isnt ours anymore but happy for him tho,youtube,,league
"Nuñes y Diaz, vamos con toda",youtube,,league
anyone notice no one passes to gakpo?.. that counter gakpo waited twice and i notice nunez are taking all the shots since salah isnt playing,youtube,,league
Liverpool could play better without Van Big Dik. He is a shameful captain. Trully a Cinderella.,youtube,,league
Nunez khan pass mai ta se aww.....goal ngei ang..,youtube,,league
"How poor the cinderella captain to protect his defense area. Van Bik Dik must be retired from Liveepool squad. Van,Bik Dik is a cinderella.",youtube,,league
"We didn,t do a draw we won 3/2😊😊😊",youtube,,league
Klopp is the Jozzz....👍👍👍,youtube,,league
Cant understand why Harvey Elliott got booed by the Fulham fans. He left when he was only 16 and he didnt exactly go Torres about it,youtube,,league
Up,youtube,,league
Nunez is finding his peak,youtube,,league
Bradley have better defending than trent,youtube,,league
Nunes is not passing Ball when needed,youtube,,league
Quansah becoming VVD apprentice in a way the injury to Matip cpuld benefit us,youtube,,league
Darwin nunez mode default..,youtube,,league
High we go😮😮got😮,youtube,,league
"Not our greatest night at all, Klopp made the wrong choice with subs but we managed to cling on. Gravenberch needed to come off at Half time, he&#39;s just not completely there yet for me.",youtube,,league
nunez should play the fkn ball,youtube,,league
"Liverpool could made won by the scroe 3 to 1 🥲, but its ok as long as we make it to the finals",youtube,,league
"<a href=""https://www.youtube.com/watch?v=UJ7Ou-vI3pI&amp;t=0m55s"">0:55</a> why Nunez did not want to pass Diaz ??🫥😡",youtube,,league
How I wish Nunez scored after that beautiful turn and strike,youtube,,league
STOP playing Gravensheit!!! FFS we are playing with 10 mem every second he is on... theres not ONE pitch in your town on a sunday that does not have ATLEAST 5 players BETTER than him !!!! Stop playing him its ABSOLUTELY MENTAL !!!!,youtube,,league
"Alhamdulillah,menang lagi👍💪👍💪",youtube,,league
"Selamat untuk Liverpool FC permainan yang sangat indah dan konsisten semoga Juara  di carabao ,FA , Liga , musim ini mendapat hasil positif",youtube,,league
"Great football club  ,Liverpool ,,",youtube,,league
Congratulation to liverpool for winning the carabao cup,youtube,,league
"Made up with win but no thanks to the dickead who chucked the flare , no wonder no fist pumps from klopp this time",youtube,,league
"Brooh, the Mini Virgil it&#39;s so realy ❤❤❤",youtube,,league
2023/2024:Quadruple Winners,youtube,,league
Nunez was insane in this game,youtube,,league
What a player Quansah is already 🔥🔥,youtube,,league
Liverpool &gt;&gt;&gt;&gt;&gt;&gt;other team,youtube,,league
❤✌️,youtube,,league
Horrific second half performance by Liverpool,youtube,,league
AlhamdulilLah...Masuk final❤,youtube,,league
Did you guys see Darwin&#39;s turn 🤯🤯🤯,youtube,,league
Diaz 🔥🔥🔥,youtube,,league
Final: Chelsea 3 Liverpool 1. Don&#39;t say I didn&#39;t tell you 😂,youtube,,league
"Nunez getting a bit greedy?? could have passed <a href=""https://www.youtube.com/watch?v=UJ7Ou-vI3pI&amp;t=0m53s"">0:53</a>",youtube,,league
Liverpool ❤❤❤,youtube,,league
Darwin Nunez always late to take a chance 😂<br>Very slowly like a snail,youtube,,league
Liverpool vs chelsea again. Liverpool winning on pens,youtube,,league
"Man, crazy what a little midfield rebuild can do for a team. Well done to the boys.",youtube,,league
We are Liverpool ❤❤❤,youtube,,league
Abolishing offside in soccer,youtube,,league
"Well done, Luis Díaz!!",youtube,,league
Coach Justin cenayang sumpah,youtube,,league
YNWA,youtube,,league
We Hope on the 25 feb we&#39;ll see the best game from our Reds🔴,youtube,,league
I don&#39;t understand why nunez don&#39;t pass the ball to diaz at the counter after fulham hits the post?,youtube,,league
Why boo Elliott <br><br><br><br><br>Jjkk i know the reason,youtube,,league
"Liverpool a világ legjobb csapata! Gratulálok, fiúk!❤",youtube,,league
Lucho is back❤,youtube,,league
"Let&#39;s go, Rafq, towards the title  10🔥❤",youtube,,league
"From Iraq, I love Liverpool. I hope to visit Anfield. You will never walk alone❤",youtube,,league
"<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",youtube,,league
Lucho...Maschine!!🙂,youtube,,league
Why did we sell Harry Wilson?,youtube,,league
"1. CONGRATULATIONS LIVERPOOL FOR THE WIN!<br>2. HARVEY, GREAT CONSISTENT HIGH LEVEL MIDFIELD PRESSURE WHICH IS REQUIRED BY ALL 11!<br>3. LESS TOUCHES ON THE BALL ⚽️ IS ACTUALLY MORE TEAM ATTACKING DOMINANCE!<br>4. REDS, IN EVERY GAME BE RUTHLESS, BE RELENTLESS, RIP OUT THEIR WILL &amp; BECOME THE REIGNING CHAMPIONS!",youtube,,league
"<a href=""https://www.youtube.com/watch?v=UJ7Ou-vI3pI&amp;t=0m53s"">0:53</a> nunez could easily assist luis diaz",youtube,,league
Fulham gotta be one of the toughest teams we have faced this season. All 3 games against them have been difficult!,youtube,,league
yessssss Liverpol❤❤❤❤,youtube,,league
Lucho is back,youtube,,league
"Salah, Trent😩",youtube,,league
I came here every we lose today was atletic club 4-2 lose<br>HBU,youtube,,international
Ahh neymi love you,youtube,,international
Neymar boss❤,youtube,,international
Who is watching this in 2024 ?,youtube,,international
One of the best games I&#39;ve ever seen. Watched both games...,youtube,,international
The last goal was offside 😂😂,youtube,,international
My sky fall edit bouta go crazy,youtube,,international
That last goal almost the same as the one Namibia scored against Tunisia 🏌🏾‍♀️🙌🏾💯💯,youtube,,international
"The narration seems lifeless to me. I don&#39;t know if and because I&#39;m Brazilian and not used to the English language, but the Brazilian narration brings an air of pure emotion.",youtube,,international
Negreiraaaaaa....,youtube,,international
Worst commentator ever.,youtube,,international
"The major fight back game at the century. The major role is N11 , but the people always just focus on M10…😢",youtube,,international
2024 we stil love this,youtube,,international
watching again in 2024,youtube,,international
Bv,youtube,,international
This was phenomenal (Iam rma fan),youtube,,international
Visca barca,youtube,,international
When top players play at their best and are hungry for a win..!! ❤❤ What a historic win for Barca.,youtube,,international
That &quot;commentator&quot; is fucking useless. Makes me appreciate real commentators,youtube,,international
Guys I think it’s in the net,youtube,,international
Neymiii ❤️‍🩹,youtube,,international
Greatest Comeback Ever ❤💙,youtube,,international
WHO SI THIS COMMENTATOR xdddd,youtube,,international
VISCA Barca❤,youtube,,international
"What pussy guy doing in these matches, pussy fans say like the pussy is a match maker😂😂😂, pussybitch",youtube,,international
Don’t get me started with the commentator😂😂🤣🤣,youtube,,international
Aaaaaa,youtube,,international
Sergi roberto,youtube,,international
Damn i miss this Barca that fight till end to win...,youtube,,international
Bro the commentator sounds like stampylonghead 💀,youtube,,international
Its in the net!!!,youtube,,international
And then vs juve 0-3 😂😂😂😂😂😂😂😂😂😂,youtube,,international
I love my job he says 💀,youtube,,international
AND THEY ARE IN THE NEXT ROUND OF THE CHAMPIONS LEEEEEEEEEEEEEEEEEEEEEEEEEEEAGUE 💀,youtube,,international
Who is still here in 2024,youtube,,international
Newmar and Suarez&#39;s biggest dives in their history.,youtube,,international
Suarez dive was annoying as hell😖😖😖😖,youtube,,international
who tf is commentator,youtube,,international
VİSCA BARCA 💙❤,youtube,,international
"Everyone put the heads down...88 min, but NEYMAR said not yet guys not yet! NEVER GIVE UP MY FRIENDS:) NEVER!",youtube,,international
magic,youtube,,international
Was it Sergio roberto vs psg,youtube,,international
"La remontada ante el PSG fue una locura, que viva el Barca y pot favor mantenganse fuertes incluso despues de los contratiempos (😅I used Google translate for this)",youtube,,international
Neymar won this game,youtube,,international
I miss this wonderful day,youtube,,international
Uefalona full effect that day. Sad day  of football,youtube,,international
"watched it live, re watched it almost thousand times , still can&#39;t believe what neymar did in this game, he proved he is insane",youtube,,international
Neymar 💔,youtube,,international
History Match 🎉,youtube,,international
Best comeback ever,youtube,,international
Neymar own this match,youtube,,international
Best of my life,youtube,,international
The commentator ☠️,youtube,,international
MSN eterna!,youtube,,international
Tarihin en büyük şikeli maçı,youtube,,international
Each of the goal was unique in its own wayy,youtube,,international
Neymar💜,youtube,,international
"the commentator doesn&#39;t need an oscar, he needs a cup of water.",youtube,,international
"<a href=""https://www.youtube.com/watch?v=h4m68r8kWAc&amp;t=1m55s"">1:55</a>🤣🤣",youtube,,international
Neymar🥰🥰🥰,youtube,,international
&quot;IT&#39;S IN THE NET&quot; X100O got me roling 😂,youtube,,international
&quot;neymar&#39;s prime was at psg&quot;  NO his prime was vs psg,youtube,,international
whos the clown commentating,youtube,,international
W commentator,youtube,,international
"<a href=""https://www.youtube.com/watch?v=h4m68r8kWAc&amp;t=1m54s"">1:54</a> 😂😂😂",youtube,,international
"<a href=""https://www.youtube.com/watch?v=h4m68r8kWAc&amp;t=1m42s"">1:42</a> 😂😂😂",youtube,,international
Messi’s penalty was great,youtube,,international
meeesssiiiiiii meeeeeeeeeesiiiiiiiii,youtube,,international
Incredible to think after all that Barca would get knocked out in the next round,youtube,,international
"&quot;if you have a dream, you must pursue it&quot;",youtube,,international
Neymar left Barcelona after this match….,youtube,,international
If the “it’s my dream to be a commentator” guy from TikTok was an actual commentator,youtube,,international
This one of greatest comeback in ucl history neymar pulling performance of man of the match,youtube,,international
Vamos cutler,youtube,,international
here in november 2023,youtube,,international
Sergio Roberto,youtube,,international
Sergio Roberto,youtube,,international
Goofy ahh commentator,youtube,,international
this is spongebob commentating???💀,youtube,,international
"Suarez ALWAYS in my team. Wherever he goes, he conquers. What an insane player.",youtube,,international
Man this barça was so wholesome. Everyone loved each other. Messi was still happy. We had the best trio messi suarez neymar. Iniesta was still there. Man I miss them,youtube,,international
❤❤❤❤❤,youtube,,international
Amb angles??🤬🤬,youtube,,international
Did it go in the net?,youtube,,international
"If this game was played today , VAR would have chucked off that last toe for the tightest of offsides and probably Suarez&#39;s penalty too.<br><br>VAR is killing this sports.",youtube,,international
FIFA BARCA❤,youtube,,international
"This. When you having Neymar-Suarez-Messi. The fighting spirit, you won&#39;t see team like this again",youtube,,international
this day is not come,youtube,,international
"Penal para Barca, penal para Argentina.",youtube,,international
"Insane to think about; Barca was up 3-0 and only needed 1 goal to make it extra time, but when Cavani scored that 1 goal, suddenly Barca need to score 3 goals... And somehow they managed it",youtube,,international
When history was made you just had to be there,youtube,,international
This is the GOAL that earned SERGI ROBERTO his life contract and captain band at Barcelona. Yes! Every now and then i get frustrated by him then i remember this goal and I remain quiet. To me its the most important goal I have seen since started supporting Barca in 2004. THANK YOU SERGI,youtube,,international
Every year women&#39;s day come up I always remember PSG... our favorite girls😮,youtube,,international
“I love this job” 😂😂😂,youtube,,international
Who’s still watching this after 4 years 😂,youtube,,international
The commentator bro... aaaaarrrggghhh,youtube,,international
The greatest comeback,youtube,,international
I love the job,youtube,,international
Cavani should have passed the ball,youtube,,international
i miss legend of barca especially puyol xavi aniesta messi luiz erinque dani alves ronaldinho,youtube,,international
now 1-2 iraq,youtube,,international
The tutor how to beat Japan is in Iraq football federation YouTube channel,youtube,,international
The tutor how to beat Japan is in Iraq football federation YouTube channel,youtube,,international
Japan 1-2 Iraq<br>Japan 2-1 Germany<br><br>So<br><br>Iraq vs Germany????,youtube,,international
Project blue lock is real,youtube,,international
"&quot;The nation from the land of the rising sun, the sunset take a long time for this party&quot;",youtube,,international
Who the comentator..his voice is amazing.,youtube,,international
germany could&#39;ve won that japan 1-0 with this much better line up<br>neuer<br>hoffmann<br>kehrer<br>rudiguer<br>gunter<br>goretzca<br>gundogan<br>baku<br>reus<br>sane<br>muller🤡🤣🤣🤣,youtube,,international
Wow😂😂😂😂,youtube,,international
"If he was indonesian in the second goal, he would pass to the center not shoot on goal",youtube,,international
浅野のゴール何が起こったかマジで分からんかった,youtube,,international
This game was on my bday,youtube,,international
Japan have choked the past 2 R16s hopefully they get top 8 in 2026 🙏,youtube,,international
"<a href=""https://www.youtube.com/watch?v=fXVWZS76QyE&amp;t=1m54s"">1:54</a>",youtube,,international
"<a href=""https://www.youtube.com/watch?v=fXVWZS76QyE&amp;t=1m50s"">1:50</a>",youtube,,international
Que bien japon mis respetos saludos desde costa rica,youtube,,international
Aleman es Disney ahora y pierden siempre.,youtube,,international
Love you Japan from India 🇮🇳,youtube,,international
Congratulations the brave Japanese from India 🇮🇳,youtube,,international
Blue lock is real,youtube,,international
"Очень жаль что Германия уже не та как было раньше,реально обидно.Но он вернется с очень мощным составом и просто немецкая машина еще не заводилась.",youtube,,international
<b>I Would Never Imagine That The Team Who Beat Brazil By 7x1 Would Lose To Japan By 2x1 And Again By 4x1😂</b>,youtube,,international
Captain tzubaza 🎉🎉🎉,youtube,,international
弥生サッカー偉そうだけどさ<br>平らな道ある時点でここに勝てないよ,youtube,,international
Tão pagando por 2014 naqueles 7x1,youtube,,international
"Germany used their B team in this match and in 2023. <br>The best players like hummels, Kroos, undav, thiaw, musiala didn’t play",youtube,,international
"The only achievement of midgets with Down syndrome is to have beaten the worst Germany team in history (a team that even teams like  Poland, Colombia and Austria beat).<br>When Germany had a descent team with Ballack, klose, Schweinsteiger etc. they won Japan by 3-0 in kirin cup challenge",youtube,,international
Takuma Asano Yaguar pozdrav from Partizan fans brate,youtube,,international
The old man in the end looks like the old guy from Squid Game,youtube,,international
Hello 👋🏼 2023😢,youtube,,international
One word to describe it : <br>Epic,youtube,,international
鎌田にガッツポーズ阻止されてる堂安かわいそう,youtube,,international
Le highlights del 2018 erano meglio,youtube,,international
Niko Schlotterbeck:zZzZzZzZzZzZ,youtube,,international
Who else is back after a year?🙋🏼‍♂️,youtube,,international
コメントを翻訳すると、日本国内だけではなく世界中の人達が応援してくれている。サッカー男子日本代表、凄いな。尊敬しています。そして、これからも全力で応援します！,youtube,,international
Ally Vs Ally,youtube,,international
The moment when the &quot;Hansi Flick? Was ist das&quot; meme was completed.<br>Bravo Asano. Bravo!,youtube,,international
ちょうど一年前,youtube,,international
1年前かぁ…<br>堂安のゴールは「うぉおおおおおおおお堂安！堂安！堂安！」<br>浅野のゴールは「え…？オフサイやないん…？」<br><br>みたいな感じだったわ,youtube,,international
権田が相手選手のアナルを破壊してしまったのは本当に申し訳ございません。,youtube,,international
Huge upset I guess,youtube,,international
I see Japan was blue locking during the Quatar world cup,youtube,,international
Go posason owl fahr kante pahblek mahron 🪓 me wife Joan cat bagladas may owl gorop cat joan maseg aht fasan log col me fasan hoday posason baek wolpahpar foto Lok folo oief hoday pon mobael baek wolpahpar foto,youtube,,international
2022 world cup final standings<br>1. Argentina<br>2. France<br>3. Croatia<br>4. Morocco<br>5. Holland<br>6. England<br>7. Brazil<br>8. Portugal<br>9. Japan<br>10. Senegal<br>11. Australia<br>12. Switzerland<br>13. Spain<br>14. USA<br>15. Poland<br>16. South Korea<br>17. Germany<br>18. Ecuador<br>19. Cameroon<br>20. Uruguay<br>21. Tunisia<br>22. Mexico<br>23. Belgium<br>24. Ghana<br>25. Saudi Arabia<br>26. Iran<br>27. Costa Rica<br>28. Denmark<br>29. Serbia<br>30. Wales<br>31. Canada<br>32. Qatar,youtube,,international
Japan&#39;s goaIkeeper is the man of match 👍🏿,youtube,,international
GERMANIY keinen Bok zu Schpilen  Im Katar,youtube,,international
2 Asian countries beating Germany in a FIFA World Cup <br><br>First it was South Korea at Russia in 2018 and now Japan at Qatar last year,youtube,,international
Japan🇯🇵 is the strongest Asian Football Nation,youtube,,international
Lgbt hahhaha,youtube,,international
Lgbt country is weak 🤣🤣🤣,youtube,,international
🇮🇩🇮🇩🇩🇪🇩🇪🇩🇪🇩🇪🇨🇦🇨🇦🇨🇦,youtube,,international
🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇮🇩🇮🇩🇮🇩🇮🇩🇩🇪,youtube,,international
Semoga menang lagi,youtube,,international
and 10 months later they beat&#39;em 4-1,youtube,,international
that was not a penalty... he dived. loss well deserved,youtube,,international
"Tim dari Asia mengalahkan Jerman, semoga Indonesia maju ke Piala Dunia 2026 Aamiin😊",youtube,,international
ドイツ人めっちゃ煽るくせに負けんなー,youtube,,international
最初転けただけなのにかわいそうw,youtube,,international
Whats happening to Germany Germany should get Klose Gotze and Bastan😭,youtube,,international
i am so proud for japan,youtube,,international
❤❤,youtube,,international
Is it the team that was champion in 20🇩🇪🇯🇵?,youtube,,international
I wish i see more Japanese play in best Europe teams.,youtube,,international
독일 또 졌어? 이제보니 걍 ㅈ밥이었네?,youtube,,international
BLUE LOCK effects,youtube,,international
2014 World Cup Winner <br>2018 World Cup First Round Eliminated<br>2022 World Cup First Round Eliminated<br>2026 FIFA World Cup European Qualifiers Eliminated ?😂,youtube,,international
blue lock,youtube,,international
Diversity 1 Monoculture 4,youtube,,international
japan real men&#39;s team,youtube,,international
won again.,youtube,,international
"Oops Japan did it again 🤭<br>They laughed at Japan, Germans got lost in the game<br>Oh baby, baby😁 <br>Congratulations Rudiger🥳",youtube,,international
Now Hansi is gone.<br>Armin really needs to step up.,youtube,,international
日本の勝利は偶然と言ってたドイツの野郎共は息してるのか?😂😂😂,youtube,,international
Who is here after Japan beat Germany 1-4 again,youtube,,international
敗退も監督解任も日本が原因は草,youtube,,international
Japan is th3 fight of Germnay,youtube,,international
Idk why but I think the wc helped Morocco and the refs did to.,youtube,,international
GERMANY TO MUCH FUCK1N6 WITH LGBT LADYBOY😂😂,youtube,,international
Don&#39;t ever ask japan or germany what they were doing in 1945,youtube,,international
LOSER😂<br>kiss my ass🇩🇪,youtube,,international
Who come back here after they beat Germany again?😂,youtube,,international
"Я вижу падение Европы😂😂😂как и упадет она перед Россией в войне против Украины, подходит ваше время шакалы США 😅😅😅😅",youtube,,international
Germany lost again in 2023,youtube,,international
Watching Japan defeat Germany yesterday&#39;s friendly is not different from the world cup match Germany learnt nothing Japan played the same kind or style of football as the saying goes football has no home now 😂,youtube,,international
"and for the 2nd time today, germany failed to bring joy to their fans (including me) 😔😔😔",youtube,,international
Japan tanpa pemain naturalisasi 🎉,youtube,,international
Walaupun pertandingan Germany vs japan di ulang sampai berapa kali. Tetap japan yang akan menang. Kualitas Germany dibawah japan. Bahkan tim germany tidak di segani oleh sepak bola asia,youtube,,international
Now Germany lost 1- 4 to japan again. In 1 year lost 2 times.,youtube,,international
🤣🤣🤣,youtube,,international
And just yesterday they beat the Germans again 😅,youtube,,international
"Hey, Germany! Historically, my country is strong against you, NOT with you! Huh? What is Italy?",youtube,,international
Japan🔥,youtube,,international
The German team doesn&#39;t seem to be able to play football...,youtube,,international
Luckily Asano Left Man U 😂,youtube,,international
They did it again..... 1-4,youtube,,international
"Blue lock project succeeded.<br>On the other hand, <br>LGBT project failed<br>🎉🎉🎉🎉",youtube,,international
Im from sweden and im totally proud of you Japan!,youtube,,international
I&#39;m here after the 4-1 sequel.,youtube,,international
日本10ヶ月で強くなりすぎやろ,youtube,,international
TERNYATA MUNYUK JADI TIM SAMPAH DILIBAS LIVERPOOL KOCAK NIH MUNYUK 7-0 PULA HAHAHA,youtube,,league
where is cristiano ronaldo,youtube,,league
salah performance,youtube,,league
Watching this drinking 7up😂😂😂😂,youtube,,league
"whenever I feel down, I rewatch this highlights",youtube,,league
Back when Nunez could stay onside 😂 I joke I love him.,youtube,,league
The owner&#39;s of man united<br>&quot;LIONEL MESSI&quot; and &quot;MOHAMMED SALAH&quot; 🔥👿💨🤷,youtube,,league
“This is an Erik Ten Hag masterclass”<br><br>-Famous man,youtube,,league
LIVERPOOL TIM MURAH,youtube,,league
Ok 😊😊😊😊,youtube,,league
Does this united team even deserves to play in BPL ?,youtube,,league
Axel Rosé 🌹 Good Coach Teacher Profesional JK hat 🎩🍒🍐🍹🌈🌏🛡️,youtube,,league
Gakpo was devastating in this game<br>The second goal was cool and cold💯💀,youtube,,league
Good night and good luck!,youtube,,league
Who is this commentator,youtube,,league
😆,youtube,,league
CR7-0,youtube,,league
Liverpool&#39;s game play and assist was a magic to watch 🤩,youtube,,league
"Best Man Utd for 5 years, against Bad Liverpool for 5 years. The end of era for klopp n pep, said ETH. 😅😅😅😅",youtube,,league
this whole game is like fifa when the older brother (liverpool) plays against his younger brother (man utd),youtube,,league
Thala for a reason,youtube,,league
"<a href=""https://www.youtube.com/watch?v=mPpW_0wwEAA&amp;t=3m50s"">3:50</a> That&#39;s just rude",youtube,,league
tenhag should be kicked out from whole Britain not only manutd,youtube,,league
Thanks Mohammed Salah fans from Tajikistan 👍,youtube,,league
Did you notice Antony giving up on tracking Gakpo for the 3rd....total waster,youtube,,league
Ten hagen is a joke,youtube,,league
THIS HUMILIATION COULDN&#39;T HAPPEN TO A BETTER TEAM,youtube,,league
I know cr7 was happy 😅,youtube,,league
Ngàn năm vẫn nhớ Up 7,youtube,,league
the pass for the first goal was something amazing,youtube,,league
During the replay of the first goal you can see Robertson put his arm up just slightly to indicate where the pass is gonna go through. Underrated player,youtube,,league
Losing 7 0 to Loserpool is crazy 💀💀💀💀💀💀,youtube,,league
Ronaldo was the problem,youtube,,league
"<a href=""https://youtu.be/Crl8sc_6dO8?si=lZnt_ZffrwZ2aPyH"">https://youtu.be/Crl8sc_6dO8?si=lZnt_ZffrwZ2aPyH</a>",youtube,,league
Liverpool really like scoring goals. Really well done Liverpool.,youtube,,league
❤❤❤❤❤❤❤,youtube,,league
Makes me miss Bobby and Fabinho…Liverpool legends that we should never forget,youtube,,league
